Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003505,Female,No,3+,Graduate,No,9160,7723,70,240,0,Rural,N
LP003507,Female,Yes,1,Not Graduate,Yes,4785,2146,65,240,0,Urban,Y
LP003520,Male,Yes,1,Graduate,No,12206,7149,478,240,1,Rural,Y
LP003552,Male,Yes,0,Not Graduate,No,7190,4758,153,360,0,Rural,N
LP003553,Female,Yes,2,Graduate,Yes,8587,6062,235,240,0,Semiurban,Y
LP003554,Male,No,3+,Not Graduate,Yes,2912,1531,181,360,1,Semiurban,N
LP003556,Male,No,0,Not Graduate,No,15635,3520,34,360,1,Rural,N
LP003570,Female,Yes,2,Graduate,Yes,8800,708,214,240,0,Urban,N
LP003573,Male,Yes,2,Graduate,Yes,8253,8537,141,180,1,Urban,Y
LP003578,Female,No,0,Graduate,No,18666,3622,404,240,0,Urban,Y
LP003580,Female,Yes,3+,Not Graduate,Yes,8861,9111,283,180,1,Rural,N
LP003609,Male,No,3+,Not Graduate,No,18866,8438,227,360,1,Rural,N
LP003618,Female,No,1,Not Graduate,No,2500,3643,372,360,0,Urban,N
LP003618,Male,Yes,3+,Not Graduate,No,17589,7085,435,360,1,Urban,N
LP003624,Male,No,2,Graduate,No,3335,9173,476,180,0,Urban,Y
LP003624,Male,Yes,3+,Graduate,No,16446,6201,26,180,1,Rural,Y
LP003628,Male,Yes,0,Not Graduate,Yes,8626,9797,212,240,0,Urban,N
LP003632,Female,Yes,2,Not Graduate,No,8396,1650,226,240,1,Urban,Y
LP003632,Male,Yes,2,Graduate,No,16830,8565,228,180,0,Semiurban,N
LP003634,Male,No,1,Not Graduate,No,8738,1344,163,180,1,Semiurban,Y
LP003634,Male,Yes,0,Graduate,Yes,5210,2782,323,360,0,Rural,Y
LP003636,Female,No,2,Not Graduate,No,9559,4504,56,180,0,Semiurban,Y
LP003658,Male,Yes,3+,Not Graduate,Yes,17867,1978,465,240,0,Rural,N
LP003662,Male,Yes,1,Graduate,No,9614,8965,388,180,1,Semiurban,N
LP003671,Male,Yes,3+,Graduate,Yes,10558,9172,180,240,0,Urban,Y
LP003681,Male,Yes,0,Not Graduate,Yes,11175,2033,308,240,1,Urban,N
LP003699,Male,No,2,Not Graduate,No,18849,904,381,360,1,Rural,N
LP003702,Female,No,0,Graduate,No,4870,1361,90,240,1,Rural,N
LP003706,Male,No,3+,Not Graduate,Yes,14690,3983,186,180,0,Semiurban,N
LP003714,Female,No,2,Graduate,No,14829,3972,211,240,0,Rural,N
LP003716,Female,Yes,3+,Not Graduate,Yes,3776,357,318,360,1,Rural,Y
LP003725,Male,Yes,0,Graduate,No,5676,9110,349,240,1,Semiurban,N
LP003725,Male,No,0,Graduate,Yes,8420,1983,43,360,0,Semiurban,Y
LP003726,Male,Yes,3+,Not Graduate,Yes,12502,7154,192,360,0,Rural,N
LP003729,Male,Yes,0,Not Graduate,Yes,14513,3803,325,360,0,Rural,Y
LP003731,Female,Yes,2,Graduate,No,18765,6218,345,240,1,Urban,N
LP003732,Male,No,0,Not Graduate,No,2827,9682,196,240,1,Rural,N
LP003737,Female,No,0,Not Graduate,No,5944,7025,201,240,1,Urban,N
LP003738,Male,No,3+,Graduate,Yes,12835,5651,119,360,0,Urban,N
LP003740,Male,No,2,Graduate,No,15679,21,81,360,1,Rural,N
LP003746,Female,Yes,0,Graduate,No,17179,2726,214,180,1,Rural,N
LP003759,Female,No,3+,Not Graduate,No,6817,5346,152,180,0,Urban,Y
LP003763,Male,Yes,3+,Graduate,No,13778,8141,282,180,0,Semiurban,N
LP003763,Male,No,2,Not Graduate,No,2094,3404,296,360,0,Urban,N
LP003774,Female,Yes,2,Graduate,Yes,17373,2733,224,240,0,Semiurban,N
LP003788,Male,No,0,Not Graduate,No,3130,162,499,180,1,Rural,N
LP003797,Male,No,0,Not Graduate,No,14870,4071,54,360,1,Urban,Y
LP003799,Male,No,1,Not Graduate,Yes,16975,1395,417,360,1,Semiurban,Y
LP003801,Female,No,0,Graduate,Yes,14326,7881,212,240,1,Urban,N
LP003805,Female,Yes,2,Not Graduate,Yes,12688,1454,391,360,0,Rural,Y
LP003828,Male,No,1,Not Graduate,No,19917,7017,487,240,1,Rural,N
LP003833,Male,No,2,Graduate,No,18201,8888,454,240,0,Urban,N
LP003834,Female,Yes,0,Graduate,No,9643,3017,396,180,0,Semiurban,Y
LP003842,Male,Yes,2,Graduate,Yes,4865,5001,272,180,0,Urban,Y
LP003843,Female,Yes,3+,Not Graduate,No,17510,750,436,240,1,Urban,N
LP003843,Male,Yes,3+,Not Graduate,No,12834,7868,495,360,0,Urban,Y
LP003845,Female,Yes,0,Not Graduate,No,9499,2519,382,360,1,Rural,N
LP003857,Male,Yes,1,Not Graduate,No,17838,937,444,360,1,Urban,N
LP003866,Female,Yes,3+,Not Graduate,No,1871,5882,21,180,0,Semiurban,Y
LP003876,Male,No,3+,Not Graduate,No,2707,9116,432,180,0,Rural,N
LP003878,Male,Yes,0,Graduate,No,17807,6890,233,180,1,Rural,Y
LP003895,Female,No,2,Graduate,No,15205,7491,479,240,1,Semiurban,Y
LP003918,Female,Yes,0,Not Graduate,Yes,3714,4736,351,240,1,Urban,N
LP003939,Male,Yes,2,Graduate,No,7645,2100,54,360,1,Urban,Y
LP003941,Male,No,3+,Graduate,No,16162,6699,394,240,1,Rural,N
LP003948,Male,Yes,0,Graduate,No,5980,7860,252,240,1,Semiurban,N
LP003958,Female,Yes,3+,Not Graduate,Yes,18899,4119,370,240,1,Semiurban,Y
LP003970,Female,Yes,1,Graduate,No,15662,8563,429,180,1,Rural,Y
LP003991,Female,Yes,3+,Not Graduate,No,14043,1434,358,240,0,Urban,Y
LP003999,Male,Yes,2,Graduate,No,3637,320,242,180,1,Rural,N
LP004004,Male,Yes,1,Graduate,Yes,13409,6803,67,180,1,Rural,Y
LP004009,Female,No,2,Not Graduate,No,2217,196,419,240,1,Rural,Y
LP004010,Female,Yes,0,Not Graduate,Yes,15911,5039,290,240,0,Urban,N
LP004011,Female,Yes,0,Not Graduate,No,2006,8633,299,240,1,Rural,Y
LP004012,Male,No,2,Graduate,No,16838,3121,383,240,0,Rural,N
LP004014,Male,Yes,0,Graduate,Yes,3325,5744,468,240,0,Urban,N
LP004023,Female,No,3+,Not Graduate,No,7646,7087,73,360,0,Rural,Y
LP004024,Male,Yes,0,Graduate,Yes,19944,9840,403,360,0,Rural,Y
LP004025,Female,No,1,Not Graduate,No,18178,1691,253,240,1,Urban,Y
LP004030,Male,Yes,0,Not Graduate,No,12308,5434,384,360,1,Urban,Y
LP004031,Female,No,3+,Graduate,No,17772,9249,298,360,0,Rural,N
LP004042,Female,No,1,Graduate,No,5759,3064,195,180,1,Rural,Y
LP004045,Male,Yes,3+,Graduate,Yes,4759,8791,114,180,0,Urban,N
LP004053,Female,Yes,3+,Graduate,No,4500,1919,53,180,1,Rural,Y
LP004056,Female,Yes,1,Not Graduate,No,11127,1013,185,240,1,Urban,Y
LP004062,Male,Yes,0,Not Graduate,No,11280,5702,479,360,1,Urban,N
LP004066,Female,No,1,Graduate,Yes,1866,1817,197,180,0,Urban,Y
LP004069,Male,Yes,3+,Graduate,No,13831,3486,171,240,0,Semiurban,Y
LP004071,Female,No,0,Not Graduate,Yes,5887,8562,417,360,0,Semiurban,Y
LP004077,Male,No,3+,Graduate,No,12566,4606,424,240,0,Urban,N
LP004081,Female,Yes,1,Not Graduate,Yes,8667,6213,234,180,1,Urban,N
LP004087,Male,Yes,2,Not Graduate,Yes,13253,903,25,180,1,Rural,N
LP004092,Female,Yes,0,Graduate,No,2876,7196,145,240,1,Semiurban,N
LP004121,Male,No,1,Not Graduate,Yes,6358,9952,275,360,0,Semiurban,N
LP004127,Male,No,1,Not Graduate,Yes,3727,6585,159,360,1,Urban,N
LP004130,Male,No,2,Graduate,Yes,2358,5955,288,180,1,Urban,Y
LP004133,Female,No,1,Not Graduate,Yes,5092,8018,186,180,1,Rural,N
LP004144,Male,Yes,1,Not Graduate,No,17760,5520,243,360,0,Urban,Y
LP004146,Female,Yes,2,Not Graduate,Yes,18460,5145,405,180,1,Rural,Y
LP004158,Male,No,2,Graduate,Yes,15865,2310,38,240,0,Urban,Y
LP004169,Female,No,1,Graduate,No,12805,8067,363,180,1,Urban,N
LP004170,Male,Yes,2,Not Graduate,Yes,14358,4484,33,360,0,Semiurban,N
LP004176,Male,No,0,Graduate,Yes,6511,4730,380,180,1,Semiurban,Y
LP004187,Male,No,2,Not Graduate,No,13337,2972,77,180,1,Semiurban,Y
LP004199,Female,No,0,Not Graduate,Yes,10223,5414,426,240,1,Rural,N
LP004211,Male,No,1,Not Graduate,No,10570,6062,192,360,0,Rural,Y
LP004212,Female,Yes,0,Not Graduate,Yes,14220,7714,84,360,1,Urban,Y
LP004222,Male,No,2,Graduate,No,3317,6471,325,360,0,Urban,Y
LP004240,Female,Yes,1,Graduate,No,13708,1733,431,360,0,Semiurban,Y
LP004256,Male,No,1,Graduate,Yes,10682,2980,111,240,1,Rural,Y
LP004257,Female,Yes,3+,Not Graduate,Yes,11342,1921,345,360,0,Rural,N
LP004273,Female,No,0,Graduate,No,6344,2992,484,240,1,Rural,N
LP004281,Female,Yes,1,Not Graduate,No,17448,6897,228,360,0,Rural,Y
LP004298,Female,No,0,Graduate,Yes,8660,2121,259,240,0,Semiurban,N
LP004307,Male,Yes,1,Not Graduate,Yes,4942,6064,237,360,0,Rural,N
LP004310,Male,Yes,0,Not Graduate,No,4392,1193,425,180,0,Rural,N
LP004313,Male,Yes,2,Graduate,Yes,8973,1019,457,180,0,Rural,Y
LP004321,Male,No,1,Graduate,No,14503,2336,261,360,0,Urban,N
LP004357,Male,No,1,Not Graduate,Yes,12256,317,116,360,1,Urban,N
LP004358,Female,Yes,0,Not Graduate,Yes,19097,8234,121,180,0,Rural,N
LP004358,Male,Yes,1,Not Graduate,Yes,6235,7656,457,240,0,Urban,Y
LP004365,Male,No,3+,Graduate,No,12898,9561,149,180,0,Rural,N
LP004370,Female,No,0,Graduate,No,13922,9523,430,240,1,Urban,N
LP004372,Male,Yes,0,Not Graduate,Yes,9747,6430,404,360,1,Urban,Y
LP004377,Female,Yes,1,Graduate,No,8396,9561,27,360,1,Rural,Y
LP004386,Male,No,0,Graduate,Yes,2887,3170,105,360,1,Rural,Y
LP004399,Male,Yes,1,Not Graduate,No,18691,5591,228,180,1,Urban,Y
LP004407,Male,No,1,Graduate,No,6407,6570,288,360,1,Rural,N
LP004431,Female,Yes,0,Not Graduate,No,19070,7244,154,240,1,Rural,N
LP004444,Female,Yes,3+,Graduate,Yes,9048,1442,236,180,0,Urban,N
LP004449,Male,Yes,0,Graduate,Yes,18767,726,151,180,1,Urban,N
LP004452,Male,No,3+,Not Graduate,Yes,5989,1724,415,240,0,Urban,N
LP004459,Female,Yes,3+,Graduate,No,13479,258,37,180,1,Urban,N
LP004475,Female,Yes,0,Graduate,No,18436,1522,48,360,0,Semiurban,N
LP004481,Male,No,1,Not Graduate,No,12397,710,218,180,0,Semiurban,N
LP004483,Male,Yes,0,Graduate,Yes,14201,8128,251,360,1,Semiurban,N
LP004492,Female,No,3+,Graduate,Yes,19627,5181,260,360,0,Semiurban,N
LP004500,Female,Yes,0,Graduate,No,9655,5322,360,180,0,Rural,Y
LP004500,Female,Yes,2,Graduate,No,13669,5941,473,360,1,Rural,N
LP004512,Female,No,3+,Not Graduate,No,16571,445,295,240,1,Semiurban,Y
LP004529,Female,No,0,Not Graduate,Yes,2528,6040,86,360,0,Urban,Y
LP004539,Male,Yes,3+,Graduate,Yes,8526,6835,285,360,1,Urban,Y
LP004540,Male,Yes,3+,Not Graduate,No,8964,997,456,360,0,Rural,Y
LP004543,Female,Yes,3+,Not Graduate,Yes,10960,9690,451,180,1,Semiurban,Y
LP004546,Female,Yes,1,Not Graduate,No,8375,9528,186,360,1,Semiurban,N
LP004550,Female,No,0,Graduate,Yes,3264,546,319,180,1,Urban,Y
LP004552,Male,Yes,2,Graduate,Yes,17347,9538,444,240,1,Urban,Y
LP004558,Male,Yes,0,Not Graduate,No,14968,7174,341,240,1,Semiurban,Y
LP004568,Female,Yes,2,Graduate,Yes,18468,6867,459,360,0,Rural,N
LP004577,Female,Yes,2,Graduate,Yes,7367,3649,464,240,0,Semiurban,Y
LP004583,Male,Yes,3+,Graduate,No,18871,7387,380,180,0,Rural,Y
LP004594,Male,Yes,1,Graduate,No,19719,8316,411,180,0,Urban,N
LP004595,Male,Yes,2,Not Graduate,No,10888,5559,236,240,0,Urban,N
LP004599,Male,Yes,0,Not Graduate,Yes,11168,4872,164,240,0,Semiurban,Y
LP004600,Male,No,2,Graduate,Yes,18260,5087,50,240,1,Urban,Y
LP004602,Female,Yes,1,Not Graduate,No,2841,5693,312,240,1,Urban,N
LP004616,Male,Yes,2,Not Graduate,No,5463,4780,360,240,1,Semiurban,N
LP004619,Male,No,1,Not Graduate,Yes,16973,2815,177,180,0,Rural,N
LP004635,Female,No,1,Not Graduate,Yes,7726,4213,90,240,0,Rural,Y
LP004636,Male,Yes,2,Not Graduate,No,17323,910,218,360,0,Semiurban,N
LP004653,Male,Yes,3+,Not Graduate,No,3593,5989,336,360,1,Rural,N
LP004654,Female,No,3+,Graduate,No,14153,8058,421,240,0,Rural,N
LP004656,Female,No,3+,Not Graduate,No,11013,6215,43,360,0,Urban,N
LP004659,Female,Yes,1,Not Graduate,Yes,3622,6299,39,180,1,Rural,Y
LP004667,Female,No,1,Graduate,No,17995,7153,104,360,1,Rural,Y
LP004667,Female,Yes,0,Graduate,No,9876,4467,46,360,1,Rural,N
LP004673,Female,Yes,1,Not Graduate,No,19744,2455,235,360,0,Semiurban,Y
LP004680,Female,No,1,Graduate,Yes,7334,8415,199,240,0,Semiurban,N
LP004681,Male,Yes,0,Not Graduate,Yes,14140,7187,387,360,1,Urban,Y
LP004685,Female,Yes,2,Graduate,Yes,14478,4472,142,180,0,Urban,Y
LP004685,Female,Yes,3+,Not Graduate,No,8635,7968,438,240,1,Semiurban,N
LP004691,Male,Yes,0,Not Graduate,Yes,1873,9664,426,180,0,Urban,N
LP004695,Male,No,3+,Graduate,Yes,3186,2961,133,180,1,Semiurban,Y
LP004702,Male,Yes,0,Graduate,No,9669,4545,271,180,0,Rural,Y
LP004702,Male,No,0,Graduate,No,4891,5403,130,240,1,Semiurban,N
LP004707,Male,No,2,Graduate,No,18620,2705,389,360,0,Urban,N
LP004714,Male,No,1,Graduate,No,14991,9874,391,240,0,Semiurban,N
LP004719,Male,Yes,0,Not Graduate,No,16432,6446,63,240,1,Urban,Y
LP004720,Male,No,3+,Not Graduate,No,2930,4386,69,180,0,Rural,Y
LP004723,Male,No,2,Not Graduate,No,11044,4995,483,240,1,Semiurban,Y
LP004733,Male,No,1,Not Graduate,No,2862,4791,464,240,1,Rural,N
LP004737,Male,No,2,Not Graduate,No,15180,2586,422,360,1,Semiurban,N
LP004737,Male,No,0,Not Graduate,No,19120,4784,491,240,1,Urban,N
LP004738,Male,Yes,0,Graduate,Yes,2754,6565,47,240,0,Rural,N
LP004748,Female,No,0,Not Graduate,Yes,14976,2485,289,240,0,Urban,Y
LP004763,Male,Yes,1,Not Graduate,No,2456,2047,277,180,0,Semiurban,Y
LP004776,Female,Yes,3+,Not Graduate,Yes,13389,6974,405,240,0,Semiurban,Y
LP004777,Male,No,1,Graduate,No,8473,3960,466,180,0,Urban,N
LP004809,Female,Yes,2,Graduate,No,8260,4100,247,180,0,Urban,N
LP004820,Female,Yes,3+,Graduate,No,7543,2760,419,180,1,Rural,Y
LP004823,Female,No,1,Not Graduate,No,12156,2061,79,360,0,Rural,Y
LP004824,Female,Yes,1,Not Graduate,No,7444,1546,282,240,0,Rural,Y
LP004830,Male,No,0,Not Graduate,Yes,6816,4925,80,240,0,Rural,N
LP004833,Female,Yes,3+,Graduate,Yes,6915,4992,21,180,1,Semiurban,Y
LP004836,Female,Yes,1,Graduate,Yes,14371,118,359,180,0,Semiurban,N
LP004847,Female,No,2,Not Graduate,Yes,4481,4717,361,360,1,Urban,N
LP004855,Female,Yes,0,Not Graduate,No,7150,8285,75,240,1,Semiurban,Y
LP004863,Male,No,3+,Not Graduate,Yes,19076,1833,231,180,1,Rural,Y
LP004866,Female,No,0,Not Graduate,No,19125,268,378,180,1,Semiurban,N
LP004868,Female,No,1,Graduate,No,8953,2078,314,360,0,Semiurban,Y
LP004876,Male,Yes,0,Not Graduate,Yes,11838,9348,420,360,0,Rural,Y
LP004879,Female,No,3+,Graduate,Yes,6624,7745,389,240,1,Semiurban,Y
LP004886,Male,Yes,0,Graduate,Yes,13307,1835,179,240,1,Urban,N
LP004892,Male,No,1,Graduate,No,8153,8444,371,180,0,Rural,N
LP004915,Female,No,2,Graduate,Yes,15054,442,237,180,1,Urban,N
LP004922,Female,Yes,3+,Graduate,No,19386,9331,59,240,1,Rural,Y
LP004931,Male,Yes,2,Graduate,Yes,4268,2617,223,180,0,Semiurban,N
LP004932,Male,No,1,Not Graduate,No,13146,8305,343,180,1,Semiurban,N
LP004934,Male,Yes,0,Not Graduate,Yes,17238,2088,416,360,0,Urban,N
LP004938,Male,No,0,Not Graduate,Yes,2981,8425,267,180,0,Semiurban,Y
LP004939,Male,No,1,Graduate,No,17432,512,86,180,1,Rural,Y
LP004940,Male,Yes,0,Not Graduate,Yes,2226,7231,497,240,0,Semiurban,N
LP004943,Female,Yes,2,Graduate,No,5221,3987,423,240,0,Urban,N
LP004949,Female,Yes,3+,Graduate,Yes,17621,6861,57,180,1,Rural,N
LP004950,Female,No,3+,Graduate,Yes,11238,4427,168,360,0,Rural,N
LP004961,Female,Yes,0,Not Graduate,No,5467,801,80,360,0,Semiurban,Y
LP004975,Female,No,3+,Not Graduate,No,16280,102,310,360,1,Semiurban,Y
LP004976,Male,Yes,2,Graduate,Yes,8753,5880,406,240,1,Rural,Y
LP004988,Female,Yes,1,Not Graduate,No,9159,29,34,180,1,Rural,N
LP004990,Male,No,0,Not Graduate,No,14048,7640,289,180,0,Rural,N
LP005010,Female,No,2,Graduate,Yes,4924,8432,365,240,0,Urban,N
LP005012,Female,No,1,Graduate,Yes,19327,4854,321,240,1,Semiurban,N
LP005024,Female,Yes,1,Graduate,Yes,18458,908,245,180,1,Rural,Y
LP005034,Male,Yes,2,Not Graduate,No,4248,7230,290,360,1,Rural,N
LP005035,Female,Yes,0,Graduate,No,9701,1373,433,240,1,Rural,Y
LP005036,Male,Yes,1,Not Graduate,No,12551,9404,291,180,0,Semiurban,Y
LP005052,Male,No,2,Not Graduate,No,7123,3533,255,180,1,Urban,N
LP005056,Female,Yes,0,Not Graduate,Yes,2917,3665,454,180,0,Rural,N
LP005057,Male,Yes,1,Graduate,No,2032,5734,391,180,1,Rural,N
LP005067,Female,Yes,3+,Graduate,Yes,8209,4894,39,360,0,Urban,N
LP005080,Male,Yes,0,Graduate,Yes,3354,817,37,180,1,Rural,N
LP005082,Female,Yes,0,Not Graduate,Yes,7468,4325,68,360,1,Urban,Y
LP005087,Male,No,0,Graduate,No,13778,4416,123,360,1,Urban,N
LP005108,Male,Yes,3+,Graduate,No,8349,5604,32,180,1,Rural,Y
LP005108,Female,No,2,Graduate,Yes,7274,1324,375,360,1,Semiurban,N
LP005117,Female,Yes,2,Graduate,Yes,18631,2144,256,180,0,Urban,Y
LP005139,Male,Yes,0,Graduate,Yes,3891,5899,459,360,1,Urban,Y
LP005145,Male,No,3+,Not Graduate,No,19985,8314,83,240,1,Rural,N
LP005152,Female,No,1,Not Graduate,Yes,15798,5566,217,360,1,Rural,Y
LP005154,Male,No,3+,Graduate,No,18136,6418,102,240,0,Urban,N
LP005173,Male,Yes,0,Not Graduate,No,19401,6757,229,180,0,Rural,Y
LP005177,Female,Yes,0,Graduate,Yes,1911,5962,257,180,1,Rural,N
LP005179,Female,No,0,Not Graduate,No,6383,1512,232,240,1,Semiurban,N
LP005190,Male,No,3+,Graduate,Yes,6069,4676,351,180,1,Semiurban,Y
LP005194,Male,Yes,0,Graduate,Yes,5041,2940,191,360,1,Rural,N
LP005198,Male,No,1,Graduate,Yes,17918,8997,20,360,1,Semiurban,N
LP005204,Male,Yes,3+,Not Graduate,No,6182,4077,352,240,1,Semiurban,N
LP005208,Male,No,0,Not Graduate,Yes,17774,7693,221,240,0,Urban,N
LP005209,Female,Yes,3+,Not Graduate,No,2377,5463,203,180,1,Urban,Y
LP005219,Male,Yes,2,Not Graduate,Yes,2893,4293,406,360,0,Rural,Y
LP005219,Male,Yes,3+,Not Graduate,No,11741,4799,391,180,1,Rural,Y
LP005225,Male,Yes,2,Not Graduate,No,7022,5628,427,360,1,Rural,Y
LP005243,Female,Yes,3+,Not Graduate,No,4085,7665,353,240,1,Rural,Y
LP005251,Female,No,0,Not Graduate,No,12619,3803,369,180,0,Semiurban,N
LP005254,Male,Yes,3+,Not Graduate,No,16558,5122,103,360,0,Rural,Y
LP005262,Female,Yes,2,Graduate,Yes,5105,6340,412,360,1,Urban,Y
LP005271,Male,Yes,3+,Not Graduate,No,15320,1441,159,360,0,Urban,N
LP005271,Female,Yes,1,Not Graduate,No,17777,7818,243,360,1,Semiurban,Y
LP005272,Male,No,3+,Not Graduate,No,15283,190,149,360,0,Rural,Y
LP005272,Male,No,1,Not Graduate,No,2590,9701,378,180,1,Rural,N
LP005278,Female,Yes,3+,Graduate,Yes,18225,3502,149,180,0,Semiurban,N
LP005294,Male,No,2,Not Graduate,Yes,14457,499,412,360,1,Semiurban,N
LP005295,Male,No,1,Not Graduate,Yes,7802,3146,165,240,1,Semiurban,N
LP005301,Female,Yes,3+,Graduate,No,14453,6591,396,180,0,Urban,Y
LP005311,Male,No,1,Graduate,Yes,1734,9364,52,240,0,Rural,N
LP005315,Male,No,2,Not Graduate,No,18935,326,188,240,0,Urban,Y
LP005331,Female,Yes,3+,Graduate,Yes,16537,7613,485,360,0,Semiurban,Y
LP005343,Male,Yes,3+,Graduate,No,12656,1688,198,240,0,Semiurban,Y
LP005348,Female,No,3+,Not Graduate,Yes,5088,4962,325,360,1,Rural,Y
LP005350,Female,Yes,1,Graduate,Yes,4355,3607,250,240,0,Semiurban,N
LP005350,Male,No,1,Graduate,Yes,19791,9403,322,360,1,Urban,N
LP005353,Male,Yes,2,Not Graduate,No,9046,3634,100,180,1,Urban,N
LP005357,Male,Yes,2,Not Graduate,No,10525,1827,412,360,1,Semiurban,Y
LP005365,Female,Yes,0,Graduate,No,8983,5412,451,240,1,Semiurban,N
LP005373,Female,No,2,Graduate,No,8554,7733,225,180,1,Urban,Y
LP005374,Female,No,3+,Graduate,No,11148,748,356,180,0,Rural,N
LP005380,Male,Yes,0,Not Graduate,Yes,18528,4351,94,180,0,Semiurban,Y
LP005421,Female,Yes,3+,Not Graduate,Yes,9110,5047,389,360,0,Rural,Y
LP005422,Female,Yes,1,Graduate,No,14217,766,447,180,1,Rural,N
LP005423,Female,No,3+,Not Graduate,No,15300,4170,127,360,1,Rural,Y
LP005424,Female,Yes,1,Not Graduate,No,1956,2648,323,180,0,Semiurban,Y
LP005425,Male,No,0,Not Graduate,No,13613,678,237,240,1,Urban,N
LP005431,Male,No,0,Not Graduate,No,8887,9215,55,240,1,Rural,N
LP005441,Male,Yes,1,Graduate,Yes,19272,5256,328,180,0,Semiurban,Y
LP005446,Male,Yes,3+,Graduate,No,8401,7388,198,240,1,Urban,Y
LP005466,Male,Yes,2,Graduate,Yes,3589,7537,244,180,0,Semiurban,N
LP005485,Female,Yes,1,Not Graduate,Yes,5876,5517,282,180,1,Rural,N
LP005485,Male,Yes,3+,Graduate,Yes,13240,7676,345,360,0,Semiurban,N
LP005494,Female,Yes,0,Graduate,Yes,6817,7725,166,180,0,Urban,N
LP005509,Female,Yes,2,Graduate,Yes,5549,4199,75,180,1,Semiurban,N
LP005515,Male,No,0,Not Graduate,No,5178,6856,192,360,1,Urban,Y
LP005517,Female,No,0,Not Graduate,No,16510,7201,397,180,0,Semiurban,Y
LP005520,Female,No,0,Not Graduate,Yes,16148,1516,329,360,0,Rural,Y
LP005532,Female,No,3+,Not Graduate,Yes,10794,9844,145,240,0,Rural,Y
LP005534,Female,No,0,Graduate,Yes,4960,1578,477,360,1,Semiurban,N
LP005542,Male,No,0,Not Graduate,Yes,2374,9224,187,360,1,Rural,N
LP005545,Female,Yes,1,Not Graduate,No,15874,4428,340,180,1,Urban,N
LP005547,Male,Yes,0,Not Graduate,No,2896,3548,80,240,1,Semiurban,N
LP005548,Female,Yes,3+,Graduate,No,15092,896,304,180,0,Urban,Y
LP005551,Male,No,2,Not Graduate,No,2766,5529,452,360,0,Semiurban,N
LP005564,Male,Yes,2,Not Graduate,No,10279,3464,69,180,1,Rural,N
LP005565,Male,No,1,Not Graduate,Yes,15043,9090,298,180,1,Semiurban,Y
LP005566,Female,Yes,3+,Not Graduate,No,17420,5709,152,240,1,Urban,Y
LP005574,Female,Yes,3+,Not Graduate,No,2851,7231,53,180,1,Rural,N
LP005600,Male,Yes,1,Not Graduate,No,12593,1189,447,240,0,Urban,N
LP005605,Female,Yes,3+,Graduate,Yes,3496,8773,115,180,0,Semiurban,Y
LP005610,Female,No,0,Not Graduate,Yes,8633,1001,389,180,1,Rural,N
LP005610,Male,Yes,2,Graduate,Yes,12727,8238,417,360,1,Urban,Y
LP005620,Female,No,2,Graduate,No,2609,7649,156,360,0,Rural,Y
LP005625,Male,Yes,3+,Graduate,Yes,7058,2326,462,240,1,Semiurban,Y
LP005630,Female,No,1,Graduate,Yes,14477,7100,157,360,1,Urban,N
LP005634,Female,Yes,2,Not Graduate,Yes,9500,6320,237,240,0,Semiurban,Y
LP005636,Male,No,3+,Graduate,Yes,18656,2862,274,360,1,Semiurban,N
LP005636,Female,No,0,Not Graduate,No,15888,708,322,180,0,Rural,Y
LP005640,Female,No,0,Not Graduate,Yes,13305,6178,316,360,1,Rural,N
LP005647,Male,No,3+,Graduate,Yes,6095,6489,319,180,1,Semiurban,Y
LP005647,Female,Yes,3+,Not Graduate,No,12417,5017,68,360,1,Semiurban,Y
LP005649,Male,No,1,Not Graduate,Yes,18679,7655,168,180,1,Urban,Y
LP005658,Male,Yes,0,Not Graduate,No,8980,2595,260,180,1,Rural,Y
LP005667,Female,No,3+,Graduate,No,8057,6280,174,360,0,Urban,Y
LP005669,Female,Yes,0,Graduate,Yes,16302,1356,199,360,1,Semiurban,Y
LP005672,Female,No,2,Graduate,No,12711,8854,399,180,0,Rural,Y
LP005675,Female,No,2,Graduate,Yes,3837,1174,280,180,1,Urban,Y
LP005675,Female,Yes,3+,Not Graduate,Yes,10680,1054,379,180,1,Semiurban,Y
LP005679,Female,No,3+,Not Graduate,Yes,1945,5591,322,180,1,Rural,N
LP005681,Male,Yes,0,Graduate,Yes,4395,7989,415,360,1,Urban,Y
LP005688,Male,No,3+,Graduate,No,7460,1461,323,240,0,Urban,Y
LP005694,Female,Yes,1,Not Graduate,No,5417,5474,390,180,0,Rural,Y
LP005702,Male,No,2,Not Graduate,No,18292,1773,363,240,1,Rural,Y
LP005708,Female,No,1,Not Graduate,No,8048,5033,127,360,0,Urban,N
LP005709,Male,Yes,2,Not Graduate,Yes,15854,79,170,180,0,Rural,N
LP005719,Female,No,2,Graduate,No,9026,506,184,360,0,Semiurban,N
LP005734,Female,Yes,3+,Not Graduate,Yes,12544,4388,349,360,1,Urban,N
LP005736,Female,No,2,Graduate,No,12080,7546,307,360,1,Urban,Y
LP005737,Male,Yes,2,Graduate,No,4592,2206,454,240,1,Urban,Y
LP005737,Female,Yes,3+,Graduate,Yes,10839,9897,499,360,1,Semiurban,Y
